userName,content,score,at,label,label_num
Syahdan Ali,"['lumayan', 'labagi', 'mula']",3,2024-01-23 23:43:05,negatif,0
Muhammad Bagus,"['paket', 'nya', 'mahal', 'banget', 'tidak', 'murah', 'dikit', 'biar', 'betah']",1,2024-01-23 23:38:18,negatif,0
Adey Arianto,"['trasfer', 'pulsa', 'em', 'bisanyaklo', 'telekomunikasi', 'tidak', 'bisadi', 'kira', 'pakai', 'em']",1,2024-01-23 23:35:31,negatif,0
Fajar Krismonera,"['baru', 'susah', 'login']",2,2024-01-23 23:26:20,negatif,0
lia amel putriana,"['asli', 'kecewa', 'indosatudh', 'minggu', 'trahir', 'pulsa', 'hilang', 'teruskadang', 'malam', 'hilang', 'pagi', 'nya', 'hilang']",1,2024-01-23 23:16:30,negatif,0
Cak Wito,['bagus'],3,2024-01-23 22:14:51,negatif,0
Jeddi simbolon,"['baru', 'hancurparah']",2,2024-01-23 21:11:01,negatif,0
There's Thà.,"['provider', 'dongo', 'bisa', 'tunda', 'doang', 'tolol']",1,2024-01-23 20:24:03,negatif,0
Muhammad Fazarudin Umam,"['sinyal', 'jijik']",1,2024-01-23 19:40:11,negatif,0
Iwan Adventure74,"['paket', 'promo', 'gg', 'ko', 'ilangparah', 'm', 'jaring', 'mkin', 'mlorotgda', 'kmjuan']",1,2024-01-23 18:41:18,negatif,0
Prio Didik,"['tarif', 'interneta', 'mahal', 'mahalmasa', 'kalah', 'bagus', 'jaring', 'interneta', 'murah']",1,2024-01-23 18:37:23,negatif,0
- C A H Y O D E R M A W A N,"['payah', 'bilang', 'indosat']",1,2024-01-23 18:32:20,negatif,0
Domino Slot,"['koneksi', 'buruk']",2,2024-01-23 18:23:35,negatif,0
Joko Supriyanto,"['indosat', 'im', 'kesini', 'busuk', 'segi', 'apa', 'awal', 'januari', 'jaring', 'x', 'itu', 'penyelesaianya', 'tanggal', 'januari', 'normal', 'selesai', 'x', 'jamjujur', 'sya', 'kecewamenghubungi', 'konsumen', 'servis', 'suruh', 'nunggu', 'payah']",1,2024-01-23 18:16:33,negatif,0
Dani Nyanya,"['tertawa', 'sangak']",1,2024-01-23 17:49:48,negatif,0
Ilman 86,"['kartu', 'gak', 'jelasmasa', 'data', 'saldo', 'pulsa', 'habisparah', 'diats', 'parah', 'kartu']",1,2024-01-23 17:41:32,negatif,0
Ahmad jaya fatih,"['gilajaringany', 'super', 'trpaling', 'burukeror', 'muluprcuma', 'kuota', 'jglw', 'jaringany', 'burukkecewa']",1,2024-01-23 17:33:13,negatif,0
rini susilowati,"['lambat', 'jarigan', 'dwket', 'banget', 'tower', 'iya']",1,2024-01-23 17:31:54,negatif,0
Rian Syah,"['sinyal', 'indosat', 'tidak', 'benar', 'sih', 'turun', 'nya', 'suka', 'hilang', 'si', 'engga', 'sinyal', 'suka', 'turun', 'sih', 'hadeh', 'tidak', 'emosi', 'cepat', 'baik', 'aplikasi', 'nya', 'baru', 'versi', 'baru', 'sinyal', 'nya', 'tidak', 'stabil']",1,2024-01-23 17:15:49,negatif,0
Briliyan Yuliyanto,"['kesini', 'sinyal', 'tidak']",1,2024-01-23 17:03:45,negatif,0
M Razfi,"['im', 'operator', 'telepon', 'manual', 'gratis', 'kaya', 'operator', 'iya', 'maaf', 'saran', 'puas', 'konsumen', 'konsumen', 'im', 'lho']",3,2024-01-23 17:00:49,negatif,0
Baron Pendul,['trimaksih'],3,2024-01-23 16:48:23,negatif,0
Siluman Air,"['kartu', 'jelek', 'memang', 'murah', 'murah', 'banget', 'sinyal', 'tidak', 'hilang', 'hilang', 'mulu', 'kota', 'jakarta', 'asa', 'goa', 'tunggu', 'buka', 'payah', 'pesan', 'cs', 'suruh', 'mode', 'pesawat', 'mulu', 'bukan', 'benerin', 'sistem', 'solusi', 'tidak', 'beres', 'telkomsel', 'mahal', 'jamin', 'banding', 'harga', 'paket', 'mulu', 'kualitas', 'nol']",1,2024-01-23 16:46:46,negatif,0
Faozan Muhamad,"['provider', 'ampas', 'konsumen', 'setia', 'jaring', 'ampas', 'layan', 'buruk', 'cs', 'tidak', 'kasih', 'solusi', 'bilang', 'tingkat', 'kualitas', 'jaring', 'hal', 'iya', 'nunggu']",1,2024-01-23 16:32:42,negatif,0
Kaos Pendek,"['sinyal', 'buruk', 'hujan', 'wajar', 'cuaca', 'tidak', 'hujan', 'angin', 'sinyal', 'turun', 'teman', 'pindah', 'kartu', 'beli', 'paket', 'hufttttt']",2,2024-01-23 16:11:55,negatif,0
BALKER TV,"['mohon', 'ikan', 'jelas', 'pulsaa', 'kurang', 'pemberitahuan', 'bukti', 'transaksi', 'im', 'tanggung', 'jawab', 'rugi']",1,2024-01-23 16:08:15,negatif,0
Ricky Firman,"['isi', 'pulsa', 'aktif', 'tidak', 'tambah', 'aktif', 'nya']",1,2024-01-23 16:02:51,negatif,0
Andy Prihatmoko,"['hatihati', 'im', 'zombie', 'pulsa', 'alias', 'diamdiam', 'potong', 'pulsa', 'tidak', 'beli', 'paket', 'data', 'sim', 'nonaktif', 'pilih', 'provider', 'biru', 'aplikasi', 'fitur', 'kontrol', 'pulsa', 'tidak', 'potong', 'pulsa', 'tidak', 'beli', 'paket', 'data', 'nonaktif']",1,2024-01-23 15:46:56,negatif,0
Ahmad Rialdy,"['ganggu', 'tukar', 'pulsa', 'paket', 'nya', 'ampun', 'proses', 'gak', 'masuk']",1,2024-01-23 15:35:00,negatif,0
Mutiaara sativa,"['maaf', 'min', 'kasih', 'bintang', 'aplikasi', 'habis', 'baru', 'poin', 'tidak', 'masuk', 'isi', 'pulsa', 'hilang', 'poin', 'min', 'mohon', 'baik', 'min', 'gin', 'kecewa']",3,2024-01-23 15:26:00,negatif,0
Hakam Abyan Syukri,"['aplikasi', 'tidak']",1,2024-01-23 14:58:48,negatif,0
Ady Rossi,"['paket', 'data', 'mahal', 'tidak', 'kaya', 'kok', 'paket', 'gb', 'harga', 'ee', 'bingit', 'jing']",1,2024-01-23 14:46:55,negatif,0
V1N,"['sih', 'im', 'error', 'tidak', 'lamagw', 'baru', 'nya', 'bagus', 'kaya', 'dajjal']",1,2024-01-23 14:46:11,negatif,0
ADI ARDIANSAH,"['jelek', 'aplikasi', 'tidak', 'sinyal', 'ampas', 'sinyal', 'benar', 'ampas', 'lambat', 'banget', 'jaring', 'nonton', 'youtube', 'p', 'doang', 'muter', 'nya', 'banget', 'pakai', 'telkomsel', 'harga', 'mahal', 'tidak', 'papa', 'jaring', 'lancar', 'banding', 'harga', 'doang', 'elit', 'jaring', 'sulit']",1,2024-01-23 14:41:29,negatif,0
Putra Septiawan Gede,"['susah', 'komplain']",1,2024-01-23 14:39:30,negatif,0
Afifah Nurfitriani,"['pulsa', 'tersedott', 'sendiriii']",2,2024-01-23 14:30:36,negatif,0
Orang Manusia,"['sinyal', 'benerin', 'hampir', 'sinyal', 'hilang', 'hilang', 'belakang', 'rumah', 'tower', 'sinyal', 'indosat', 'hutan', 'harga', 'kuota', 'mahal', 'lambat', 'benerin', 'cuy', 'sinyalnyakita', 'beli', 'kuota', 'untung', 'untung', 'hibur', 'mainin', 'seluler', 'uang', 'gin', 'kuota', 'sinyal', 'gin', 'parah']",1,2024-01-23 14:26:26,negatif,0
Amir Ruslan,"['sinyal', 'im', 'bagus']",2,2024-01-23 14:25:58,negatif,0
Nanda Azmy F,"['kecewa', 'ekstra', 'kuota', 'hilang']",1,2024-01-23 14:22:30,negatif,0
Zahrul Anam,"['lag', 'tidak', 'guna', 'ganti', 'kartu']",1,2024-01-23 14:21:29,negatif,0
w4hyu hid4y4t,"['mingguminggu', 'jaring', 'internet', 'indosat', 'hilanghilang', 'tidak', 'sekalitolong', 'baik', 'susah', 'intenetan']",1,2024-01-23 14:19:26,negatif,0
reza hendra,"['tidak', 'banget', 'im', 'jaring', 'suka', 'ganggu', 'tidak', 'pakai', 'main', 'game', 'online', 'ping', 'merah', 'sesal', 'pindah', 'im', 'enak', 'main', 'game', 'muncul', 'notif', 'panjat', 'kuota', 'tidak', 'ganti', 'jaring', 'mohon', 'maap', 'lahir', 'batin']",1,2024-01-23 14:18:39,negatif,0
Muhammad Azwar,"['sinyal', 'nya', 'kesini', 'aneh', 'aje', 'im', 'sinyal', 'penuh', 'pas', 'main', 'game', 'lambat', 'banget', 'baik', 'min', 'kesini', 'kaya', 'taiii', 'indosat', 'isi', 'pulsa', 'gocap', 'habis', 'semuaaa', 'kotnolll']",1,2024-01-23 14:18:03,negatif,0
Nur Mala,"['layan', 'buruk']",1,2024-01-23 14:15:28,negatif,0
Riyan Begitu lah,"['habis', 'up', 'gak', 'koin', 'ngnt']",1,2024-01-23 14:00:42,negatif,0
Lindawati Rahardjo,"['sinyal', 'tempat', 'super', 'jelek', 'gak', 'sinyal']",3,2024-01-23 13:54:59,negatif,0
Restu Kuyy,"['sidikit', 'membaggongkan', 'yah', 'aplikasi', 'ganggu', 'mulu']",2,2024-01-23 13:49:38,negatif,0
Norhayati,"['kuota', 'mahal']",3,2024-01-23 13:42:13,negatif,0
Satrio Nabil rizki,"['sinyal', 'lag', 'parah']",2,2024-01-23 13:35:56,negatif,0
Borneo Wow,"['aplikasi', 'myim', 'baru', 'buruk', 'sulit', 'buka', 'beda', 'baru', 'mudah', 'baik', 'aplikasi', 'salah']",1,2024-01-23 13:33:59,negatif,0
Tokoh Indonesia,"['sinyal', 'jelek', 'video', 'telepon']",3,2024-01-23 13:28:33,negatif,0
Khanza Arisha,"['sinyal', 'lawak']",1,2024-01-23 13:24:40,negatif,0
Suryadi Galaxy,"['sampek', 'anjing', 'buka', 'error', 'mless']",1,2024-01-23 13:24:28,negatif,0
_,"['hadeh', 'tidak', 'erti', 'pakai', 'kouta', 'darurat', 'gb', 'pakai', 'gb', 'males', 'mage', 'm']",1,2024-01-23 13:10:55,negatif,0
Teddy cs,"['indosat', 'cikarang', 'delta', 'mas', 'jaring', 'parah', 'konsumen', 'indosat', 'th', 'kecewa', 'paksa', 'pindah']",1,2024-01-23 13:08:26,negatif,0
Alek Sander,"['ko', 'tidak', 'login', 'sih', 'im']",2,2024-01-23 13:05:06,negatif,0
Rifqi Mujahidul hayat,"['habis', 'baru', 'gak', 'guna', 'suruh', 'reload']",2,2024-01-23 13:03:25,negatif,0
Hardy Rayong,"['nunggu', 'tunggu', 'bukan', 'kebukak', 'error', 'ganggu', 'kelas', 'aplikasi', 'im', 'gin', 'si']",1,2024-01-23 12:59:02,negatif,0
Ipin Lemahputih,"['woy', 'balikin', 'puls', 'gwe', 'woy', 'gwe', 'top', 'up', 'appk', 'kgk', 'masuk', 'anjing', 'appk', 'gak']",1,2024-01-23 12:54:03,negatif,0
Hafit Yusuf,"['tetep', 'jelek', 'sinyalnyacuma', 'kuota', 'mahaltapi', 'sinyal', 'tidak', 'berkualitasga', 'perbaikanada', 'indira', 'tidak', 'bergunakeluhan', 'tetep', 'tidak', 'tanggap', 'layan', 'tidak', 'guna']",1,2024-01-23 12:40:30,negatif,0
Ass,"['buruk', 'buruk']",1,2024-01-23 12:36:54,negatif,0
coco,"['beli', 'paket', 'gb', 'vidio', 'platinum', 'vidio', 'platinum', 'tidak', 'akses', 'notifikasi', 'diaktivasi']",1,2024-01-23 12:36:33,negatif,0
Surya Ismail,"['tetepajah', 'baru', 'mati', 'seluler', 'sinyal', 'internet', 'lambat']",1,2024-01-23 12:27:51,negatif,0
kardos antras,"['sinyal', 'jelek']",2,2024-01-23 12:24:30,negatif,0
Rafi Raker,"['nyiptain', 'kartu', 'jelek', 'sinyal', 'lambat']",1,2024-01-23 12:16:52,negatif,0
Rizkii. magdatama,"['sinyal', 'busuk']",1,2024-01-23 12:12:46,negatif,0
hu Zien,"['kuota', 'nya', 'mahal', 'semuamending', 'jaring', 'bagusdikit', 'error', 'huhhh', 'tidak']",2,2024-01-23 12:11:28,negatif,0
Andrie Tecno Spark,"['this', 'is', 'unexpected', 'currently', 'our', 'dystem', 'has', 'a', 'and', 'is', 'unable', 'to', 'process', 'your', 'request', 'bos']",3,2024-01-23 12:07:29,negatif,0
Heru Hermawan,"['setel', 'nya', 'guna', 'kartu', 'im', 'awal', 'nya', 'ok', 'kesini', 'nya', 'paketankuota', 'utuh', 'ganti', 'kartu', 'sim', 'kartu', 'seluler', 'kuota', 'tsbt', 'hilanghangus']",1,2024-01-23 12:06:52,negatif,0
Dymas,"['aplikasi', 'tidak', 'masuk', 'kendala', 'lahperbaikan', 'akun', 'sajaakun', 'teman', 'tidak']",1,2024-01-23 12:05:22,negatif,0
Edo nur Fauzi,"['ketan', 'mahal', 'sinyal', 'jelek']",1,2024-01-23 11:53:51,negatif,0
Elly Elley,"['gatau', 'aplikasi', 'error']",1,2024-01-23 11:53:40,negatif,0
Kadek Winiasih,"['poinya', 'hilang']",1,2024-01-23 11:44:39,negatif,0
Widianto G-pluck,"['awas', 'm', 'pop', 'up', 'tipu', 'tipu', 'habis', 'beli', 'kuota', 'gb', 'harga', 'lenyap', 'check', 'paket', 'gak', 'bisaaq', 'isi', 'pulsa', 'eh', 'anjing', 'potong', 'bayar', 'pulsa', 'daruratmakin', 'miskin', 'admin', 'm', 'nyolong', 'tipu', 'pakai', 'nomor', 'woey', 'indira', 'anjing']",1,2024-01-23 11:38:11,negatif,0
Ipur Maspuroh,"['sinyal', 'jelek', 'hilang', 'konsumen', 'pindah', 'telkomsel']",1,2024-01-23 11:36:39,negatif,0
Bambang Hariyo Seto,"['gak', 'beli', 'kuota', 'saldo', 'potong', 'paket', 'gagal', 'transaksi', 'tulis', 'gak']",1,2024-01-23 11:34:55,negatif,0
Gabriel,"['jaring', 'nya', 'jelek', 'suka', 'hilang']",1,2024-01-23 11:27:45,negatif,0
Hami Buldani,"['layan', 'jelek', 'bangetpas', 'pemrosesan', 'beli', 'paket', 'ngaretnya', 'parah', 'sinyal', 'suka', 'hilang', 'bikin', 'tidak', 'nyamansama', 'suka', 'promo', 'tidak', 'belitrus', 'barusan', 'pemberitahuan', 'kuota', 'habis', 'riwayat', 'pemakain', 'cuman', 'pakai', 'gb', 'kuota', 'gb', 'gb', 'lariny', 'tidak', 'deteksi']",1,2024-01-23 11:24:30,negatif,0
chaerul anam,"['internet', 'konsumen', 'murah', 'mahalll', 'sinyal', 'lemah', 'habis', 'kuota', 'gak', 'notif', 'piye', 'iki', 'soonn', 'pikir', 'ganti', 'provider', 'layan']",1,2024-01-23 11:23:12,negatif,0
Anggita Winedar,"['aplikasi', 'tidak', 'banyak', 'error']",2,2024-01-23 11:21:55,negatif,0
Caty gaming,"['habis', 'gedunglu', 'bakar', 'lambat', 'ngbtottt']",1,2024-01-23 11:17:07,negatif,0
Nona Usagi,"['paket', 'data', 'berubahubah', 'parah', 'kuota', 'gb', 'helloooooww', 'serius']",1,2024-01-23 11:08:59,negatif,0
Erlintang Pinkan Kunendra,"['aplikasi', 'tolol', 'pulsa', 'sedot']",1,2024-01-23 10:56:44,negatif,0
Dimas Vallenci,['jelek'],1,2024-01-23 10:50:55,negatif,0
Shinta Apriliyani,['hhse'],3,2024-01-23 10:43:19,negatif,0
FAJAR HENGKI,"['sangatsangat', 'tidak', 'puas', 'mahal', 'isi', 'pulsa', 'ambil', 'mulu', 'taii']",1,2024-01-23 10:42:24,negatif,0
sofyan yank,"['susah', 'masuk', 'myim']",1,2024-01-23 10:37:17,negatif,0
Reynaldo Yoga Pratama,"['daftar', 'kode', 'otp', 'tidak', 'kirim']",1,2024-01-23 10:32:51,negatif,0
Muhammad Ilmi,"['aplikasi', 'buruk', 'sinyal', 'tidak', 'bagus']",1,2024-01-23 10:18:03,negatif,0
Monkey D Lufy,"['ubdate', 'nya', 'gin', 'anjing']",1,2024-01-23 10:14:12,negatif,0
Alfa Rasyid,"['guna', 'indosat', 'sekitar', 'tahunkenapa', 'iya', 'cs', 'ditanyainnnya', 'cepat', 'bangetcoba', 'cek', 'indosat', 'csnya', 'bicara', 'santai']",2,2024-01-23 10:06:33,negatif,0
Asmoro Santo,"['im', 'jaring', 'nya', 'bagus', 'nnton', 'youtube', 'gak', 'gerak', 'video', 'nya']",2,2024-01-23 10:01:09,negatif,0
Benny VanHoutten,"['mahal', 'harga', 'paket']",1,2024-01-23 09:52:49,negatif,0
Agus Kurniawan,"['kecewa', 'indosat', 'buruk', 'sinyal', 'merah', 'terus', 'main', 'game', 'merah', 'kuning', 'merah', 'baik']",1,2024-01-23 09:47:26,negatif,0
KUUHAKU,"['sesuai', 'harga', 'tingkat', 'kualiatas', 'jelasjelas', 'semenjak', 'harga', 'sinyal', 'ampas', 'nama', 'harga', 'kualitas', 'harga', 'mahal', 'kualitas', 'busuk', 'gmn', 'ganggu', 'berharihari', 'tidak', 'tanggung', 'jawabancs', 'tidak', 'selesai', 'solutif', 'baik', 'lambatindosat', 'ngapaingulung', 'tikarmau', 'bantu']",1,2024-01-23 09:42:49,negatif,0
Rizki Alfarijal,"['aplikasi', 'beli', 'paket', 'pulsa', 'potong', 'kouta', 'gak', 'masuk']",1,2024-01-23 09:37:15,negatif,0
Muhamad Irpan Andika,"['layar', 'seluler', 'g', 'bar', 'sinyal', 'penuh', 'eh', 'pas', 'buka', 'aplikasi', 'nge', 'lambat']",2,2024-01-23 09:26:58,negatif,0
Ool fatfat,"['parah', 'sih', 'beli', 'paket', 'bayar', 'pakai', 'dana', 'paket', 'nya', 'tidak', 'masuk', 'pesan', 'cs', 'ngajuin', 'lapor', 'tetep', 'tidak', 'ijab', 'qobul', 'nya', 'hahaha', 'parah', 'banget', 'indosat']",1,2024-01-23 09:25:46,negatif,0
Rizki Gunawan,"['jaring', 'nya', 'jelek', 'bikin', 'kesel', 'main', 'eh', 'lambat']",1,2024-01-23 09:21:36,negatif,0
Ruly Suhardiman,"['up', 'aplikasi', 'mahal', 'harga', 'kouta', 'nya', 'jaring', 'gak', 'bagus', 'anak', 'setan', 'provider']",1,2024-01-23 09:02:38,negatif,0
eva silfiana,"['kuota', 'sisa', 'gb', 'turun', 'kecepatanya', 'strategi', 'pasar', 'bagus']",1,2024-01-23 08:59:03,negatif,0
diki lukmana,"['gak', 'buka']",1,2024-01-23 08:51:36,negatif,0
LegGer CH // Galang Gaming,"['kartu', 'ngelunjak', 'yabiasanya', 'gbmasa', 'gb', 'masuk', 'akal', 'dikit', 'axis', 'pandang', 'rendah', 'paket', 'jangkau', 'bonus', 'im', 'tidak', 'uang', 'bonus', 'ngelunjak', 'harga', 'kocak']",1,2024-01-23 08:50:31,negatif,0
ammar ammar,"['aplikasi', 'top', 'up', 'game', 'gratis', 'fire', 'dm', 'diamond', 'nya', 'masuk', 'masuk', 'id', 'bnr', 'email', 'bnr', 'baik']",1,2024-01-23 08:31:16,negatif,0
Dwi Martina,"['baru', 'beli', 'kuota', 'data', 'tunggu', 'proses', 'tidak', 'beli']",2,2024-01-23 08:22:15,negatif,0
Miftah Smith,"['puas', 'aplikasi', 'myim']",3,2024-01-23 08:13:11,negatif,0
funny moment,"['tolol', 'aplikasi', 'im', 'buka', 'bug', 'logo', 'tolol']",2,2024-01-23 08:10:40,negatif,0
Jahrah Aulia,"['tidak', 'dapat', 'kouta', 'gerat']",1,2024-01-23 08:01:34,negatif,0
SAY,['i'],1,2024-01-23 07:54:05,negatif,0
Cucunya Deren Firdaus,['w'],1,2024-01-23 07:37:58,negatif,0
akdan mahya,['hhh'],3,2024-01-23 07:35:22,negatif,0
Sahabat Arosbaya,"['top', 'up', 'diamond', 'ff', 'tidak', 'masuk', 'ngerugiin', 'tidak', 'aplikasi', 'haram']",1,2024-01-23 07:27:54,negatif,0
Phyn,"['aplikasi', 'lambat', 'iya', 'beli', 'paket', 'kuota', 'sulit']",3,2024-01-23 07:14:54,negatif,0
Lal Bole,"['nya', 'sambut', 'sinyal', 'nya', 'sinyal', 'asuuu', 'taiii']",1,2024-01-23 07:12:03,negatif,0
Firman Maulana,"['aplikasi', 'performa', 'buruk']",1,2024-01-23 07:09:58,negatif,0
Muhammad Dedi,"['kartu', 'babi', 'jelek', 'mulu', 'jaring', 'nya', 'puki', 'kartu', 'rendah']",1,2024-01-23 06:16:14,negatif,0
Pilosi Pilosi,"['tidak', 'ambil', 'kuota', 'gb', 'aneh']",1,2024-01-23 06:12:08,negatif,0
Tuan Raden,"['seluler', 'pakai', 'kartu', 'sim', 'sampah', 'indosat', 'operator', 'indosat', 'cuna', 'mkn', 'gaji', 'buta', 'baik', 'hancur', 'jaring', 'data', 'gagal', 'koneksi', 'sinyal', 'hilangitu', 'trjadi', 'operator', 'tau', 'bilang', 'cek', 'restart', 'perangkat', 'doang', 'ngk', 'beda', 'nya', 'umur', 'ngk', 'pakai', 'kartu', 'sampah']",1,2024-01-23 05:54:50,negatif,0
Ujank Meiyanto,"['lamalama', 'indosat', 'buruk', 'layan', 'main', 'gak', 'nyaman', 'pas', 'hujan', 'dn', 'mati', 'listrik', 'gak', 'sinyal']",1,2024-01-23 05:54:04,negatif,0
Agung Widyastoro,"['tolonglahh', 'habis', 'baru', 'ngisiscan', 'voucer', 'susah', 'banget', 'cari', 'tidak', 'ketemuketemu', 'balikin', 'gampang', 'pindai', 'voucer', 'coba', 'letak', 'pindai', 'voucer']",2,2024-01-23 05:41:29,negatif,0
nova ahandi,"['sinyal', 'jelek', 'harga', 'kouta', 'tidak', 'rekomendasi']",1,2024-01-23 05:25:49,negatif,0
BocahGo gamming,"['tolol', 'kuota', 'darurat', 'pulsa', 'ikut', 'potong', 'pas', 'isi', 'ulang', 'potong', 'im', 'tidak', 'bodoh']",1,2024-01-23 05:23:58,negatif,0
thopeeng,"['lambat', 'minum', 'obat', 'yanie', 'sakit', 'kambuh']",1,2024-01-23 05:23:42,negatif,0
Yogo Ono,"['moga', 'baik', 'baik']",3,2024-01-23 05:23:14,negatif,0
Januari 06,"['bugtidak', 'buka']",1,2024-01-23 05:11:26,negatif,0
Azat Skk,"['banyak', 'ganggu', 'kartu']",1,2024-01-23 04:47:24,negatif,0
Balia Alkaff,"['mantapkuota', 'habispindah', 'jaring', 'sebelahsinyalmu', 'bosok', 'sat', 'indosat']",1,2024-01-23 04:45:44,negatif,0
SULTAN RIMBA,"['mudah', 'cek', 'pulsa']",1,2024-01-23 04:37:11,negatif,0
BINTANG RAGELA,"['aneh', 'provider', 'jaring', 'hilang', 'harga', 'tidak', 'suka', 'berubahubah', 'drastis', 'benerin', 'naruh', 'harga', 'drastis', 'beda', 'banget', 'telah']",1,2024-01-23 04:24:39,negatif,0
Ridho Hd,"['jaring', 'nya', 'goblog']",1,2024-01-23 04:18:12,negatif,0
Rangga Ahmad,['indonesia'],1,2024-01-23 04:08:34,negatif,0
Flixend,"['gak', 'buka', 'data', 'nomor', 'daftar', 'im']",1,2024-01-23 03:56:50,negatif,0
Samsung J5prime,['bagus'],1,2024-01-23 03:25:39,negatif,0
FIKRI MAULANA,"['sesal', 'beli', 'kartu', 'indosat', 'kesini', 'sinyal', 'jelek', 'sinyal', 'suka', 'hilang', 'yabg', 'g', 'hilang', 'kasar']",2,2024-01-23 03:18:09,negatif,0
Ahmad Raya,['mantap'],2,2024-01-23 03:15:01,negatif,0
Sahyun Aziz,"['sinyal', 'bodoh', 'bikin', 'comeback', 'musuh']",3,2024-01-23 03:00:42,negatif,0
Dafa Febryanto,"['sinyal', 'indosattolong', 'min', 'baik', 'tidak', 'baik', 'tidak', 'pakai', 'kartu', 'indosat', 'mati']",1,2024-01-23 02:50:11,negatif,0
Muhammad Rendra,"['sinyal', 'benerin', 'woiiiii']",2,2024-01-23 02:39:28,negatif,0
MAS_ DN (DANI),"['sinyal', 'burik', 'banget']",1,2024-01-23 02:28:55,negatif,0
Anggi Supriyadi,"['m', 'sie', 'harga', 'kuota', 'tidak', 'rubah', 'mulu', 'beli', 'kuota', 'minggu', 'sinyal', 'susah', 'beli', 'ratus', 'tidak', 'gb', 'heran']",2,2024-01-23 02:20:03,negatif,0
Yuzan,"['maaf', 'yaa', 'kasih', 'bintang', 'aplikasi', 'my', 'im', 'tidak', 'fitur', 'kunci', 'pulsa', 'nya']",2,2024-01-23 02:11:35,negatif,0
sahrul sahrul gan,['bagus'],1,2024-01-23 02:09:40,negatif,0
Balya Arum,['oke'],3,2024-01-23 02:05:36,negatif,0
Nasya Felia,"['top', 'up', 'pulsa', 'dana', 'transaksi', 'hasil', 'pulsa', 'tidak', 'masuk', 'nomor', 'tuju', 'hubung', 'cs', 'im', 'tanggap', 'tidak', 'malas', 'pakai', 'm']",1,2024-01-23 02:01:26,negatif,0
PDL,"['aplikasi', 'tidak', 'fungsi']",1,2024-01-23 01:48:16,negatif,0
Dani ir,"['beli', 'indosatcare', 'sinyal', 'nyo', 'taekk']",1,2024-01-23 01:46:28,negatif,0
wiro sableng,['masok'],3,2024-01-23 01:45:05,negatif,0
Jio Melayu,"['jaring', 'nya', 'lancar', 'lambat', 'dooong']",2,2024-01-23 01:39:22,negatif,0
Fitria Andriani,"['kesini', 'mahal']",1,2024-01-23 01:38:10,negatif,0
Wildan Udin,"['mahal', 'banget', 'isi', 'paket', 'hilang', 'hilang', 'sinyal', 'nya']",3,2024-01-23 01:06:39,negatif,0
Kiki Pintar,"['kouta', 'mahal', 'jaring', 'jelek']",1,2024-01-23 01:03:16,negatif,0
arwid Lisnandar,"['indosat', 'daerah', 'ciamis', 'jawa', 'barat', 'ganggu', 'alas', 'baik', 'hadeuh', 'gak']",1,2024-01-23 00:40:56,negatif,0
Yovani Orlando,"['lambat', 'indosat']",1,2024-01-23 00:39:30,negatif,0
joe,"['kaco', 'ajanyesel', 'beli', 'paket', 'm', 'lambat', 'bgtapaan', 'kb']",1,2024-01-23 00:35:08,negatif,0
Lina Dwi Lestari,"['iya', 'pas', 'aktifin', 'paket', 'gagal', 'pulsa', 'cukup', 'gagal', 'aplikasi']",2,2024-01-23 00:32:36,negatif,0
Syakila yp,"['ganggu', 'terussjelekkkk']",1,2024-01-23 00:29:18,negatif,0
Riki Iki,"['kecewa', 'jaring', 'suka', 'tiba', 'hilang', 'normal', 'ajh', 'kuota']",1,2024-01-23 00:25:50,negatif,0
Wanra Marbun,"['tidal', 'sial', 'tiap']",1,2024-01-23 00:25:15,negatif,0
Anna Geresya,"['mahal', 'paket', 'internet']",3,2024-01-23 00:23:17,negatif,0
dione kasep,"['sesal', 'mahal', 'beli', 'paket', 'sinyal', 'nya', 'jelek', 'parah']",1,2024-01-23 00:16:43,negatif,0
Muhamad Fiqran,"['log', 'keluar', 'mulu']",1,2024-01-23 00:11:09,negatif,0
Steven Wangyi,"['kesini', 'mahal', 'paket', 'internet', 'promo', 'besok', 'nya', 'hilang', 'promonya', 'haduh', 'enak', 'versi']",1,2024-01-23 00:07:12,negatif,0
Sandy Mulyana,"['sinyal', 'tidak', 'pakai', 'cek', 'kuota', 'aplikasi', 'susah', 'pindah', 'provider', 'gin']",1,2024-01-23 00:06:15,negatif,0
Dika Ya,"['jaring', 'baik', 'suka', 'lambat', 'tidak', 'jls', 'bintang', 'bagus', 'bintang']",2,2024-01-23 00:04:50,negatif,0
Zaki Farhan418,"['pepek', 'manaa', 'pulsaaa', 'kuuu', 'beruu', 'belikk', 'semalamm', 'kemanaa', 'pulsaaa', 'nyaa', 'tidak', 'adak', 'pakai', 'niatt', 'nyaa', 'belikk', 'paket', 'situu', 'malahh', 'hilanggg', 'kayak', 'telkomsel', 'kauu', 'gak', 'buang', 'nyaa', 'soall', 'nyurik', 'pulsaa']",1,2024-01-22 23:58:56,negatif,0
Just grey,"['habis', 'baru', 'tidak', 'buka', 'aplikasi', 'nya', 'mentok', 'logo', 'doang']",1,2024-01-22 23:58:16,negatif,0
zifa rental audio,['ok'],2,2024-01-22 23:37:15,negatif,0
Rifky,"['ganggu', 'mulu', 'beli', 'pakai', 'uang']",1,2024-01-22 23:21:31,negatif,0
