userName,content,score,at,label
BUDIMAN 28,lumayan,4,2024-01-18 15:07:04,positif
Marvian,"kartu KOCAK pinjem pulsa darurat pulsa belum masuk tapi tagihan sudah tercatat. KOCAK udah gitu cuma 1k pulsa yang bisa di pinjem. udah paketan mahal, sistem nya KOCAK!",1,2024-01-18 15:04:30,negatif
Akbar Tohid,mantap,5,2024-01-18 14:59:55,positif
Risqiani Alfrisya,"membatu my IM3 , liat sisa pulsa/ Kouta , dan mudah pilih paket yang diinginkan",5,2024-01-18 14:57:40,positif
Putu Radit Ardika,Ga lucu pas main game sinyal di jelekin giliran main yang lain lancar sinyal anjg,1,2024-01-18 14:56:49,negatif
Saipul Pea27,banyak yang menarik dari mylm3,5,2024-01-18 14:54:42,positif
Dikaa Ka,sangat menguntungkan,5,2024-01-18 14:52:58,positif
Ade Lomri,myIM3 is My solutions,4,2024-01-18 14:49:47,positif
Alpiah Ibas,Jaringan lola lelet beli di sni pulsa kepotong trs,1,2024-01-18 14:45:47,negatif
Muhammad rikardo,ol,5,2024-01-18 14:43:44,positif
Ari gaming,"Woiii gimana nih pulsa gua kepotong ada 24 ribu sekarang tinggal 19 ribu kok bisa berkurang sendiri aneh banget nih kartu, jadi berkurang ahh aku mau ngambil paket, padahal paket ku masih ada tpi pulsa berkurang,,gak bakal pakai im3 lagi masak pulsa di potong teruss gua jadi kurang beli paket",1,2024-01-18 14:41:28,negatif
Adi Setiawan,sangat membantu,4,2024-01-18 14:37:21,positif
riz ky,hanya 1 kata (mantap),5,2024-01-18 14:36:31,positif
Dea SM 231.,Kesel bgt sama myim3 ga punya utang masa kepotong 9 ribu apaan bgt si harus ny punya paketan jd wifian lgi emosi gw,1,2024-01-18 14:35:16,negatif
Idin Dewa,No baru saya g dapet bonus kuota bos?,5,2024-01-18 14:34:03,positif
Gilang Baskoro,"IM3 parah pulsa saya kesedot ampe abis padahal paket data masih banyak,sering kejadian kaya gini kecewa pake IM3 sekarang padahal udah lama pake IM3...kalau kaya gini terus pindah pake kartu perdana lain",1,2024-01-18 14:27:25,negatif
Rajih Arkan,"Makin kesini performanya makin buruk, padahal udah sering update bukannya makin optimal tapi malah sering error/gabisa dibuka, internet udh bagus, data chace selalu di clear tapi hasilnya tetep error",1,2024-01-18 14:23:11,negatif
Love “EL” Angel,Asu sinyal susah...paket masak di korupsi..🖕,1,2024-01-18 14:22:59,negatif
Ganteng,Pajat kuoto,5,2024-01-18 14:22:03,positif
HENDRA KURNIAWAN hendra,terbaik,5,2024-01-18 14:21:51,positif
Kelana Jaya,Mohon maaf awalnya bintang 5 trus tapi begitu di instal sejak kemarin sore 17.01.2025 aplikasi My m3 tidak bisa dibuka,1,2024-01-18 14:18:31,negatif
Hasan Leone,bagusss sangat,1,2024-01-18 14:12:37,negatif
Ending Ding,sngat memuasakan,5,2024-01-18 14:12:33,positif
Aldi Maulana,im3 lag mulu najis sumpah lagi main game juga malah ping jumping emg nyesel gw pake kartu ini,1,2024-01-18 14:11:05,negatif
Kurniawan (Kurniawanbj),"Makin kesini makin buruk jaringan indosat...masa tidak ada sinyal...layanan darurat parah,member platinum jaringan edge hadehhhh indosat indosat,gak perlu reward reward gak perlu poin bagusin j jaringannya.",1,2024-01-18 14:10:51,negatif
Culung aleda Aleda,Sangat baik rorrr,5,2024-01-18 14:05:51,positif
Reza Dwicahya,"Jaringan internet makin sini makin lelet, padahal di tangsel. Payah",1,2024-01-18 14:05:46,negatif
Firman Syah,Kouta mahal jaringan lemot kualitas sengat jelek indosat,1,2024-01-18 13:59:37,negatif
iba nezt,oke,5,2024-01-18 13:58:51,positif
Dani X Fi Gaming,Tiba tiba sinyal ilang pas ngegame aneh pdhl lancar sinyal tpi itu kendalanya sinyal tiba tiba ilng,2,2024-01-18 13:57:58,negatif
Muhammad Maulana Darmawan,"Harga paket makin lama makin mahal, makin gk ramah kantong. Katanya penyesuaian-penyesuaian, tapi jaringannya tetap sama jir, gk berubah dari sebelum naik harga. Kadang bagus, kadang ampas. Mending balikin harga 2 tahun lalu. Aplikasi myim3 juga lebih buruk lagi. Tampilan agak susah dipahami, dan kadang sudah login, terus pas masuk lagi, disuruh login lagi.",2,2024-01-18 13:55:27,negatif
Mhmmdrajib Abdulloh,wel,5,2024-01-18 13:54:09,positif
Sugiri 01,Saya kecewa kepada pihak indosat sinyal lemotnya minta ampun Nge WAtsap aja ga kekirim,1,2024-01-18 13:51:36,negatif
Mom Izam,mantap,5,2024-01-18 13:50:47,positif
Mas Pocil,"Saya sudah menyerah, main game panjat kuota sudah 2 hari, tapi saya merasa bahwa saya hanya di buwat permainan aja, dengan terpaksa saya sudah UNISTAL aplikasi myIM4, mungkin saya juga terpaksa tidak akan mengunakan kartu Indosat atau Menganti kartu saya dengan kartu lain dan saya sudah kecewe berat sama kartu m3,, terimakasih",1,2024-01-18 13:50:00,negatif
Mullyana Achmad,2 x beli perdana 2 x dapat kartu recycle... paraaaah,1,2024-01-18 13:49:42,negatif
Fameo Kyt,baik,5,2024-01-18 13:48:10,positif
fatur 16,Panjat kuota itu setingan mau seribu kali spin juga gabakal dapet yg ada abis kuota kalo ga niat ngasih gausah ngasih,1,2024-01-18 13:46:34,negatif
John Andreas,"Ini kenapa setiap malem ko jaringan selalu jelek,di mohon lah segera secepatnya di perbaiki,buruk banget nii sinyal Indosat,emang ga malu sama kartu yang lainnya",1,2024-01-18 13:46:25,negatif
Ririn Rahayu,Babi emang bru isi pulsa mau di daftarin paket kuota udh di sedot aja anjinggg anjingggg,1,2024-01-18 13:44:05,negatif
Ikan Hiu,Dasar penipu gua udah 3kali ngisi pulsa GK masuk masuk nyesel banget,1,2024-01-18 13:42:45,negatif
Heru Kurnia,top,5,2024-01-18 13:41:56,positif
Pebriyanto 4295,Jaringan internet nya sangat lambat dan tidak stabil.,1,2024-01-18 13:41:26,negatif
dodi hermawan,baik,5,2024-01-18 13:40:50,positif
P Bb,bagus tapi kalau mau beli kuota lama bgt,4,2024-01-18 13:38:52,positif
Randy Napitupulu,bagus sekali,4,2024-01-18 13:37:56,positif
Erwin,mantab,5,2024-01-18 13:36:12,positif
si jo,"Asli jelek dari segi kecepatan jaringan yang cuma pernah nyampe 1,5 mbps itu pun ga bertahan lama,belum lagi sering gangguan dan bikin jaringan hilang sampai beberapa hari ,waktu mengeluhkan ke customer service pun ga bisa membantu yang ada cuma ngabisin pulsa ,mana mahal juga buat sekali panggilan customer service,buat lu yang mau make mending pikir""dulu ,telkom emng agak mahal tapi pelayanan nya masih lumayan ketimbang ini,ga pernah ada respon dan tindakan dari im3 yang bikin kecewa parah",1,2024-01-18 13:31:33,negatif
Miftah Dx,"Sinyal Indosat ilang"" Mulu woy",1,2024-01-18 13:31:12,negatif
Puji Purwanto,good,5,2024-01-18 13:30:11,positif
M rival Haryanto,mantap,5,2024-01-18 13:28:16,positif
Riski Mariza,Nggak Bisa di Buka aplikasi Ini,1,2024-01-18 13:27:12,negatif
Ade Yana,Buruk kalau buka aplikasi nya eror kaya gaada kuota nyah padahal ada 10gb lagi ah mending pindah ajah ke apk lain,1,2024-01-18 13:25:13,negatif
Suhendi Coksigarantang,Hubungan,5,2024-01-18 13:23:21,positif
Pak Tris.,Paket mahal..sinyal2 ilang2 ..duh..,1,2024-01-18 13:22:55,negatif
Akhmad reza Hidayat,apk fullbug ga bisa bayar,2,2024-01-18 13:14:44,negatif
Nur Kashimiri,"Update kok malah lemot , saya buka tiktok lancar aja tapi buka aplikasi loading Mulu , mana paket data yang mau dibeli pas promo tau tau ilang pas mau dibeli padahal sebelumnya ada dan suka saya beli tetapi loading lama , begitu saya ulangi untuk membeli paket sudah tidak ada ??? , Alhasil pulsa saya jadi sia sia dan lebih parahnya lagi paket yang mau saya beli tadi muncul beberapa hari kemudian dengan harga 20% lebih mahal ??? Sinyal semenjak gabung sama Three juga jadi jelek gak sampe 200kb/s",2,2024-01-18 13:12:20,negatif
Toni Asgar,Elor anjung d apdet bhangsat,1,2024-01-18 13:12:09,negatif
Antho Marley,👌👌,5,2024-01-18 13:10:42,positif
Dava Aditia,"Sinyal jaringannya bosok nyesel pake indosatt, hp sampai panas,sangatt tdk nyaman sejali, dan jawaban dari indoatt itu"" ajj tidak mutu",1,2024-01-18 13:09:56,negatif
pRO Gamingg,Tolong Min untuk jaringan dibenerin lagi sering ngulang dan ngelag selama 2 minggu terakhir 🙏,3,2024-01-18 13:08:23,negatif
Saidah Mulyani,memuas kan,5,2024-01-18 13:08:21,positif
Samsung A52,Update apk makin kesini makin kacau aja bukannya tambah bagus ini mah tambah blangsak,1,2024-01-18 13:07:18,negatif
Fery 1940,Minimal jaringan di kendari sulawesi Tenggara di perbaiki lah rusak mulu anj bikin emosi aj ini kartu ga perna bagus jaeingannya😡😡😡,1,2024-01-18 13:06:51,negatif
Zebra King,Keren,5,2024-01-18 13:06:21,positif
Api Bakar,"Di update makin buruk,buruk banget.",1,2024-01-18 13:06:11,negatif
Andi RRQ,"Banyak drama Indosat,",3,2024-01-18 13:05:34,negatif
Araby Gege,terimakasih,3,2024-01-18 13:05:31,negatif
Suhaety Jaya,mantaap,5,2024-01-18 13:05:04,positif
Tahu bulat,"Kenapa my im3 yg sekarang gak kyak yang dulu Knpa setelah di update knpa gak ada VPNnya Kalau my im3 versi lama tanpa kouta bisa main mobile legends,tapi setelah di update kok gak bisa Mohon saran atau bantuannya???? Woy im3 jringan babi sering lag",3,2024-01-18 12:58:26,negatif
Brian & Dona,Abis update malah ngga bisa di buka,2,2024-01-18 12:58:22,negatif
esadamara putra,Nge bug aja anjing,1,2024-01-18 12:57:12,negatif
Bagus Soleh,gj kalo mau maketin ga bisa buka kalo udah ada kuota baru bisa di buka GJ,1,2024-01-18 12:56:47,negatif
RIZQI WAHYU DITYA,apaklasi jembut update malah gak isoh di bukak asuu,1,2024-01-18 12:56:10,negatif
Robin Lewandowski,Eror terus,1,2024-01-18 12:55:54,negatif
Dede Supriatna,"Aplikasi TOLOL terburuk, gk bisa dibuka padahal lagi urgent",1,2024-01-18 12:55:11,negatif
Mel Melda abdulrahman,Okeeeee,5,2024-01-18 12:54:15,positif
Anton Bagus,Makin update makin buruk pas mau masuk ke apknya malah gak bisa muat ulang Mulu terus saya coba untuk hapus terus download lagi apk nya tapi masih sama muat ulang Mulu hadehh,1,2024-01-18 12:54:07,negatif
Tutut Prihatin,mantab,5,2024-01-18 12:51:34,positif
hendy hermawan,Kenapa sekarang sering error mulu ya uda gitu sinyal sering down,1,2024-01-18 12:51:18,negatif
Sandy Aditya,"Tiba2 aplikasi nya gabisa di akses,,pdahal jaringan bagus.",3,2024-01-18 12:50:57,negatif
Bintang Batara,Sering ngestuck,1,2024-01-18 12:50:35,negatif
Kiki Ali,GK dimna2 jaringan M3 kaya taii. Sering lag internet lemot,1,2024-01-18 12:49:51,negatif
Malik,Ndak bisa di buka,1,2024-01-18 12:49:47,negatif
Iwan Cekik,Ditunggu update roam nya di Timor leste,5,2024-01-18 12:48:15,positif
Intan Khaerynnisa,"Semoga bakal ada masanya. My-im3 seperti provider yang lain juga. Kalau ngisi paket, paket sebelumnya ga hangus.",5,2024-01-18 12:48:06,positif
Bibel boo,Tambah suwi tambah kopyor vendor m3..sinyal putus²..mohon sistemnya d tingkatkan,1,2024-01-18 12:47:44,negatif
Muhammad Fery Prasetyo,apk kok akhir akhir ini selalu gangguan buat masuk kenapa min?,4,2024-01-18 12:46:41,positif
Kukuh Purbo Ruhoro,Gak bisa diakses..,1,2024-01-18 12:45:55,negatif
Rahmat Apriono,SINYAL SAMPAHHH GAK GUNA SINYAL KOK SLELETTT BANGET GAK SAMPE 100KB/S TOLOLLLLLL,1,2024-01-18 12:43:55,negatif
Guloe Linus,Good...,5,2024-01-18 12:43:26,positif
samdjava official,ngk bisa di buka.. mentok logo m3 aja. padahal untuk buka apk yg lain aman² aja,1,2024-01-18 12:42:40,negatif
Rifai Afin,Aplikasi koq error terus. Di buka susah bgt. Pendapatan gede aplikasi sampah.,1,2024-01-18 12:42:09,negatif
Danang Bagus Hadriyanto,Lemot sering eror kuota mhal semua,1,2024-01-18 12:41:38,negatif
okto fianto,Koplok jaringan nya bagus ga bisa masuk,1,2024-01-18 12:40:10,negatif
MvL Channel,Jaringannya lemottt sungguh sangat buruk dan membagongkan,1,2024-01-18 12:39:59,negatif
Leo Warsono,Sinyalnya kok beberapa hari ini nggak STABIL!!! Capek nungguin sinyal!😡,2,2024-01-18 12:39:43,negatif
Slamet Riadi,keren,5,2024-01-18 12:38:58,positif
Shinna 123,Nyesel seumur hidup pake kartu Indosat👍👍,1,2024-01-18 12:38:50,negatif
Jeki Tololiu,"Ini aplikasi im3 nya semakin update semakin buruk parah, masa kuota saya sudah habis enggak bisa buka aplikasinya dulu bisa jadi saya susah check pulsa atau kuota itu sangat susah tolong perbaiki secepatnya.",1,2024-01-18 12:38:48,negatif
Zulfikar Wijaya,Mau cek saldo data gak bisa di buka.. Aplikasi apaan.. Makin lama makin ribet,1,2024-01-18 12:38:46,negatif
Sony Ferdiansyah,Myim3 saya tidak bisa di buka saya kurang puas,1,2024-01-18 12:38:43,negatif
Aryaa still Learning.,"Terlalu banyak fitur yang tidak berguna, yabg membuat aplikasi sulit untuk dibuka, lag terasa berat",1,2024-01-18 12:38:34,negatif
Efrido Carlos Fransisco,Mohon segera diperbaiki keseringan eror aplikasinya terus gunanya apa jika tidak bisa dibuka!,1,2024-01-18 12:37:19,negatif
Ilham Nurfaizi0204,"INDOSAT tolong bisa lebih baik ngga si Jaringannya? masa dari dulu Jaringan suka ngleg, saya padahal diperkotaan tp buat ng game jaringan susah?",1,2024-01-18 12:36:58,negatif
Vina Agustin,"Apl tolol susah banget di buka nya. Ganggu an mulu, makin sini makin rumit niih apl.",2,2024-01-18 12:36:42,negatif
AA TOI,"Ga pernah daftar nada dering,, tiba² isi ulang hilang seketika.... Isipulsa jaringan tiba² hilang paling brpa detik pulsa 10 ribu lenyap sketika... Bukan sekali dua kali... Kasusyg sama dan serupa... Sadis... Mana yg namnya pulsa save... Gada!!!!",1,2024-01-18 12:35:57,negatif
Arfad Mhd,"Makin di update malah makin lama loginnya, jaringan padahal bagus² aja tuh heran",3,2024-01-18 12:34:29,negatif
Ryantd Ryantd,sangat bagus aplikasi nya,5,2024-01-18 12:32:57,positif
Ilham Sirozul Furkon,"gx ngotak sih ni m3 sinyal bagus paket masih banyak masih 50 gb an ,,tapi lemotnya minta ampun ,,perbaiki dong jangan ngambil untungnya aja ,,,udah mah mahal tdinya murah jdi mahal hadehhhhh",5,2024-01-18 12:32:27,positif
Anna Efiana,Tolong perbaiki jaringan..,3,2024-01-18 12:31:40,negatif
Syihab Bjb,Knp gak bisa masuk padahal Singal ny bagus,1,2024-01-18 12:29:17,negatif
Corniee,harga paket internet semakin naik tiap bulan nya mahal,1,2024-01-18 12:25:54,negatif
ilham korona Cil,"Gimana sih ini pinjamannya,padahal saya cuman butuh 2 jutaan,ini malah yang cair 3 aplikasi langsung sebesar 16 juta,bagaimana cara bayarnya?",1,2024-01-18 12:23:11,negatif
Mutia Anggraini,Kenapa saya tidak bisa daftar ucan. Kecewa saya sama aplikasi ini,1,2024-01-18 12:20:52,negatif
Arbi Sukoco,"Mau pembayaran via ovo, pas masuk ovo malah ga bisa langsung bayar",3,2024-01-18 12:15:52,negatif
Aldi Kolakaa,Apk tai,1,2024-01-18 12:15:03,negatif
Reza Az,Jaringan buruk,1,2024-01-18 12:13:51,negatif
Atik 1973,"Baru pertama pake im3 ,dah kecewa berat,isi pulsa 10000 ,ga lama dapet SMS,kalo saya melakukan SMS dan telpon keoprator lain,dioptong 7000,sisa pulsa 3000,tanya ke aplikasi IM3 ,jawaban tidak membantu sama sekali,dicek di*185# tidak ada transaksi SMS atau telpon,tapi jawaban operator aplikasi IM3 ,sudah sesuai dengan penggunaan,sesuai sama apa sih,saya ga melakukan SMS atau telpon,sesuai dengan apa....ternyata IM3 adalah maling pulsa",1,2024-01-18 12:11:57,negatif
Klarisa Putri,baru donwload mudah² bagus 🤔,4,2024-01-18 12:10:52,positif
Fajar Estradanto,hebat,5,2024-01-18 12:09:25,positif
Firgi setiawan,leggggggggggg parah,1,2024-01-18 12:06:49,negatif
Revaldo Arga,"Aku download my im3 udah dari 2021 dan dengan no yang sama tapi setelah aupdate kenapa harus memasukkan no hp na lagi udah gitu ga bisa daptar atau masuk menggunakan no yang sama ""Tolong kasih tanggapan""",2,2024-01-18 11:58:12,negatif
Andika04 Silfi,makasi indosat,5,2024-01-18 11:57:27,positif
Ali Sefudin,"cara registrasi nya gmn ya, apa harus punya kuota ama pulsa dulu? tolong dijawab",1,2024-01-18 11:55:39,negatif
Muhammad Alvarizi,ok,5,2024-01-18 11:55:18,positif
Ridwan Walet,sangat berguna,5,2024-01-18 11:52:59,positif
Nur Aini,Sangat membantu,5,2024-01-18 11:51:32,positif
Moh Saleh,bagi saya aplikasi ini sangat bagus,5,2024-01-18 11:50:02,positif
Sandi sopian,sangat bagus sampai gak bisa kata apa-apa!,5,2024-01-18 11:48:26,positif
Manan sae,"Benerin sinyal lo tolol,",1,2024-01-18 11:47:59,negatif
Rahmat Hidayat,bagus,5,2024-01-18 11:47:54,positif
Riki ardian,baik,5,2024-01-18 11:40:08,positif
Neyla Alfista,"Sebenarnya IM3 semakin lama semakin gak jelas,tadi saya ngechat IM3 di WA,lalu saya memilih paket kuota, karena saya gak jadi beli kuota saya ketik hot promo tapi malah di beli",1,2024-01-18 11:37:05,negatif
frhn mhnd,Kalau ada masalah seperti kuota tidak masuk walaupun saldo udh kepotong kita tinggal report langsungnya di tanggepin dan di kembaliin saldonya emang terbaik di m3,5,2024-01-18 11:34:05,positif
Revi Fiona,sering ke log out,2,2024-01-18 11:31:16,negatif
Kinto Tio,mantull,5,2024-01-18 11:28:22,positif
Rafa Widiansyah,"sangat buruk sekali karena sering kali terjadi pengurangan pulsa padahal baru isi, dan sinyal sangat buruk",1,2024-01-18 11:27:43,negatif
Muhammad Akmal,Baru baget di update aplikasi myim3 sudah tidak bisa login padahal jaringan bagus dan paket data baru beli belum sampai 1 jam(reload terus),1,2024-01-18 11:24:09,negatif
Pangky Fajri,"Gajelas INDOSAT.. Masa satu komplek jaringan buruk semua, mau nugas mau ngedit jadi terhambat. Info2 kalo mau begini jadi ga terlanjur daftar paket & langsung pindah provider. Telfon ke pengaduan jawaban nya 1X24 jam akan disegerakan, woyyyy... Udh tiga hari nih satu komplek ngeluh semua. NAJIS!!!! Komplek Cimanggu, yasmin, Bogor Barat. Cek sendiri silahkan!!!!!",1,2024-01-18 11:22:24,negatif
Farrel Fadhil,keren,1,2024-01-18 11:19:49,negatif
ROMINSYAH ROMINSYAH,sangat luar biasa,5,2024-01-18 11:17:59,positif
Adang Sally,bagus,4,2024-01-18 11:17:13,positif
Aldi zavarudin_BUMDES Aldi,Kode my Indosat,4,2024-01-18 11:16:40,positif
Fahrul teguh miskamto,bagus,5,2024-01-18 11:16:25,positif
Why Widodo,Aplikasi error gak guna tidak bisa di buka,1,2024-01-18 11:13:56,negatif
Karang Tengah,bagus,3,2024-01-18 11:13:27,negatif
Siti Aminah,bagusss,5,2024-01-18 11:03:12,positif
DIKA A,Singkat padat jelas IM3 ngeleg,1,2024-01-18 11:03:10,negatif
Yepi Herdiana,"Sinyal sangat, amat, teramat, sangat membagongkan. Penyakit indosat",1,2024-01-18 10:48:23,negatif
Alfin Rezeki Effendi,"Kualitas jaringan sangat buruk, jelek banget sistemnya pembelian kuota lain bisa menghanguskan kuota sebelumnya aneh banget ga jelas",1,2024-01-18 10:42:31,negatif
zee liu,kenapa ya sekarang Indosat jarang ada sinyal internet? bisa sampe 3 hari loh errornya 🤦🏻‍♀️,1,2024-01-18 10:39:45,negatif
Mtauchid Tauchid,Mantab,5,2024-01-18 10:36:35,positif
Raiss Ibrahim,terbaik,4,2024-01-18 10:30:55,positif
Riki Faisal,Sinyal makin buruk,1,2024-01-18 10:28:37,negatif
Muhamad Sudarto,"Aplikasi tiba tiba berenti sendiri , ga jelas",1,2024-01-18 10:27:02,negatif
Ulfah Sandah,ok,5,2024-01-18 10:19:57,positif
Ira Sitan,sangat puas,5,2024-01-18 10:19:16,positif
Fajri Fajar,"Tolong dong saya ngisi kuota gak bisa, Kode mmi terussssss perbaiki dong",5,2024-01-18 10:13:58,positif
Gatot Setiadi,Tolong cepat di perbaiki jaringan nya. Sekarang masih aja belum di perbaik. Jangan pake kartu Indosat soalnya untuk main game mobile legenda di rank aja masih leg parah. Saya mau ganti kartu ke Smartfren aja,1,2024-01-18 10:12:51,negatif
Angger Anggerwest,👎,1,2024-01-18 10:09:27,negatif
Ahmad Gofur,baik,5,2024-01-18 10:08:24,positif
Huda Pokse,baik,5,2024-01-18 10:06:52,positif
DUWI RAHMANSYAH,Mohon buat developer mylM3 anda ini udah parah banget kan saya beli pulsa saldo 10ribu belom 20detik udah di sedot seribu sangat kartu Indosat terlaluan nyesel yg buat pengguna kartu Indosat. Yg pake pasti nyesel.kartu pengen dibuang saya ini beli pake duit. Nanti kalo udah hangus saya berjanji enggak akan pake kartu ini. Dasar Indosat korupsi 😠😠😠😠😠😠😠😠😠😠😠,1,2024-01-18 10:05:21,negatif
Mukhamad Rujikan,bagus tingkatkan pelayanan,5,2024-01-18 10:03:47,positif
Anjani Saputri,👍👍👍,4,2024-01-18 09:50:10,positif
Luthfi alwi Gufron,"paket yg biasa di beli di kasih hilang terus ,, harga di kasih naik terus paket nya t*i",1,2024-01-18 09:48:48,negatif
Ya Kebonagung1984,baik sekali,5,2024-01-18 09:36:43,positif
Reza Ramatdani,😂,1,2024-01-18 09:35:00,negatif
Robiawijaya Robi,Woi babi poke kuota gw mana udh beli tapi ga ada,1,2024-01-18 09:34:26,negatif
Hasiyatul Fajariyah,trimakasih,5,2024-01-18 09:33:51,positif
Nana Bae,"Pemberitahuan,jangan beli M3 kebanyakan paket mahal dan sinyal ga jelas mending kartu yang lain aja",1,2024-01-18 09:31:33,negatif
Umar Yakub,Boedfw,4,2024-01-18 09:31:22,positif
Arifah Arifah,terimakasih my m3,5,2024-01-18 09:10:36,positif
Kunclung,"Tolonglah pihak indosat pulsa gw abis sendiri padahal gk di pake, lu pikir beli pulsa gk pake duit tolonglah jangan munafik !!!!",1,2024-01-18 09:08:26,negatif
Esih Azzahra,Paket terlalu mahal bisanya 160rb 200gb ini malah 150rb cuma 100gb mym3 juga eror mulu klu mau masuk tolong lah buat m3 atau indosat jangan terlalu mahal paket data,1,2024-01-18 09:04:33,negatif
Nugraha Wisnu,bgus,2,2024-01-18 09:02:36,negatif
Idzhar Hanafi,"saya sering dapat bonus kuota tapi tidak pernah masuk kuotanya !!! perbaiki dong, masa ga masuk masa sekali, udah berkali² gitu!",1,2024-01-18 09:01:50,negatif
Yuzi Hasrap,"O dosat kocak,beli paket responnya lama,mending di hapus aja jaringan Indosat di indo ini.ngak berguna.",1,2024-01-18 08:53:13,negatif
Desif Channel,"Masa iya kuota aku yg tadinya 10gb an tiba tiba hilang setelah ada notif ""kuota darurat telah aktif/ditambahkan"" Padahal aku sama sekali gk ngambil atau beli kuota darurat. Mohon bantuan nya dong im3. Seumur umur pake im3 Baru sekarang sangat mengecewakan!!",1,2024-01-18 08:52:08,negatif
Sari wardani,mantap,5,2024-01-18 08:42:11,positif
Bill Clinston Salim,"Ikutan panjat kuota selalu ga bisa apaan dah diblg ""iklas tidak tersedia""? Apaan udh berkali"" gw kayak gitu tolong lah awalnya gw puas dengan panjat kuota soalnya bisa membantu waktu sekarat kuota internet tapi malah kayak gini",3,2024-01-18 08:36:21,negatif
U M E *,"Apaan coba Kalau udh batal Pembayaran lewat E-wallet Harusny Otomatis langsnbatal dng ,jgn Haruss nunggu lama t*iiii",2,2024-01-18 08:31:15,negatif
TANAH TORAJA,ok. baik,4,2024-01-18 08:29:43,positif
M. albayt m - 031,Akses jaringan data tetap tidak bisa meskipun sudah mengikuti panduan yang di berikan🗿,1,2024-01-18 08:29:16,negatif
deki yanor,Udah bisa masuk 👍,5,2024-01-18 08:29:01,positif
RINZ EDITZZZ,"Jaringan tidak bagus, selalu lag padahal sinyal bagus, Tidak dapat membuka apk, harus di perbaiki agar jaringan lancar kembali",1,2024-01-18 08:14:22,negatif
Muzammil Bkl,Sumpah nih apk kok makin jelek banget sih. Gak bisa dibuka Mulu,1,2024-01-18 08:13:06,negatif
Yohana purwatisari Atawolo,bagus,5,2024-01-18 08:07:40,positif
Ahmad Baihaqi,Sinyal kencang tiba²dapet gratis ilove you indosat,5,2024-01-18 08:05:49,positif
dien jaelani,Lemot,3,2024-01-18 08:00:58,negatif
Rizky Maulana Atsani,jaringan stabil dan luas,5,2024-01-18 08:00:54,positif
Rizky,sangat bagis,5,2024-01-18 07:56:40,positif
Nosasi paste,bagus,5,2024-01-18 07:48:12,positif
MUHAMMAD Elvan,"SANGAT BAIK THE BEST,AKU SANGAT SUKA DENGAN INTERNET INI",5,2024-01-18 07:38:43,positif
LEGIONTM FORCE Kls shark,kalau ada masalah jaringan alangkah baiknya developer memberikan pemberitahuan jangan tiba tiba jaringan sulit tidak ada klarifikasi kenapa jaringan sulit ntah karena perbaikan atau masalah lainya mohon developer,2,2024-01-18 07:28:07,negatif
Agung Pangestu,kudu rabi,5,2024-01-18 07:24:45,positif
Joe Tora,"Indosat lagi ada masalah apa sih? Kenapa banyak minusnya sekarang? Dari mulai sinyal nggak stabil, Sampek sinyal tiba-tiba ilang, sekarang Indosat suka ambil pulsa dadakan TAMBAH PARAH, SEKARANG PULSA SERING KEPOTONG TIBA-TIBA. INI GIMANA INDOSAT???. Kecewa sama Indosat, beberapa hari ini sinyal sering ilang tanpa sebab. Semakin hari semakin parah bukan semakin baik.",1,2024-01-18 07:18:46,negatif
taufan hakim,puas,5,2024-01-18 07:18:13,positif
Kadek Supartana,"puas menggunakan im3,harganya terjangkau sinyalnya juga kuat.",4,2024-01-18 07:17:16,positif
IbnuXD IbnuXd (Pala bapak kau pecah),"kenapa pulsa gua hilang,padahal gk ada hutang atau langganan udah 2× pulsa gk masuk,saya isi Rp10.000×2 pulsa tapi gk masuk,padahal di pembelian pulsa pembayaran sukses ini kok hilang!!!!😡😡😡😡 saya menginginkan kembali pulsa saya tanggal kamis 18/01/24",1,2024-01-18 07:13:34,negatif
Heri Liwana,Tolong pembaharuan apk nya di kasih fitur kunci pulsa biar pulsa ga ke sedot sndiri,3,2024-01-18 07:04:40,negatif
adi pati guess,Jaringan kayak monyet,1,2024-01-18 07:02:10,negatif
Ulum Sabah,siiip,4,2024-01-18 06:58:37,positif
Rohimah Khumaero,bagus,5,2024-01-18 06:57:33,positif
Haidar Ali,sinyal buruk,1,2024-01-18 06:56:28,negatif
Risna Selvia,tingkatkan promo paket internet,4,2024-01-18 06:56:26,positif
Abdi Abdal mun'im,"Pas mau 1gb masa gak bisa digunakan sih, padahal masa pemakaian masih beberapa hari dan sinyalnya full",1,2024-01-18 06:55:21,negatif
Sonic Ozora,"saya bingung sebelum update kuota lokal masih ke hitung dan bisa di gunakan, setelah update malah gak bisa, makin kesini makin ancur aja nih Indosat bingung saya",1,2024-01-18 06:45:47,negatif
riyansyah pranatha,"Potong truss pulsa gw, proses transaksi sampe kiamat pun ga akan di proses, ga akan gw gunain ni aplikasi, mending ganti kartu sekalian, im3 kocak",1,2024-01-18 06:44:27,negatif
Valent Valent,sangat baik,5,2024-01-18 06:40:03,positif
DIDI TRI WIYANTO,"WAKTU BELUM DIUPDATE BAGUS, SESUDAH DI UPDATE BELI PAKETAN LAMA PROSESNYA, MALAH JADI ILANG PULSANYA.",3,2024-01-18 06:38:58,negatif
mesrachel lina sllhi,keren,5,2024-01-18 06:35:35,positif
